nome,uf,siglaUf
MÁRIO CAMPOS,MINAS GERAIS,MG
MARIPÁ DE MINAS,MINAS GERAIS,MG
MARLIÉRIA,MINAS GERAIS,MG
MARMELÓPOLIS,MINAS GERAIS,MG
MARTINHO CAMPOS,MINAS GERAIS,MG
MARTINS SOARES,MINAS GERAIS,MG
MATA VERDE,MINAS GERAIS,MG
MATERLÂNDIA,MINAS GERAIS,MG
MATEUS LEME,MINAS GERAIS,MG
MATIAS BARBOSA,MINAS GERAIS,MG
MATIAS CARDOSO,MINAS GERAIS,MG
MATIPÓ,MINAS GERAIS,MG
MATO VERDE,MINAS GERAIS,MG
MATOZINHOS,MINAS GERAIS,MG
MATUTINA,MINAS GERAIS,MG
MEDEIROS,MINAS GERAIS,MG
MEDINA,MINAS GERAIS,MG
MENDES PIMENTEL,MINAS GERAIS,MG
MERCÊS,MINAS GERAIS,MG
MESQUITA,MINAS GERAIS,MG
MINAS NOVAS,MINAS GERAIS,MG
MINDURI,MINAS GERAIS,MG
MIRABELA,MINAS GERAIS,MG
MIRADOURO,MINAS GERAIS,MG
MIRAÍ,MINAS GERAIS,MG
MIRAVÂNIA,MINAS GERAIS,MG
MOEDA,MINAS GERAIS,MG
MOEMA,MINAS GERAIS,MG
MONJOLOS,MINAS GERAIS,MG
MONSENHOR PAULO,MINAS GERAIS,MG
MONTALVÂNIA,MINAS GERAIS,MG
MONTE ALEGRE DE MINAS,MINAS GERAIS,MG
MONTE AZUL,MINAS GERAIS,MG
MONTE BELO,MINAS GERAIS,MG
MONTE CARMELO,MINAS GERAIS,MG
MONTE FORMOSO,MINAS GERAIS,MG
MONTE SANTO DE MINAS,MINAS GERAIS,MG
MONTES CLAROS,MINAS GERAIS,MG
MONTE SIÃO,MINAS GERAIS,MG
MONTEZUMA,MINAS GERAIS,MG
MORADA NOVA DE MINAS,MINAS GERAIS,MG
MORRO DA GARÇA,MINAS GERAIS,MG
MORRO DO PILAR,MINAS GERAIS,MG
MUNHOZ,MINAS GERAIS,MG
MURIAÉ,MINAS GERAIS,MG
MUTUM,MINAS GERAIS,MG
MUZAMBINHO,MINAS GERAIS,MG
NACIP RAYDAN,MINAS GERAIS,MG
NANUQUE,MINAS GERAIS,MG
NAQUE,MINAS GERAIS,MG
NATALÂNDIA,MINAS GERAIS,MG
NATÉRCIA,MINAS GERAIS,MG
NAZARENO,MINAS GERAIS,MG
NEPOMUCENO,MINAS GERAIS,MG
NINHEIRA,MINAS GERAIS,MG
NOVA BELÉM,MINAS GERAIS,MG
NOVA ERA,MINAS GERAIS,MG
NOVA LIMA,MINAS GERAIS,MG
NOVA MÓDICA,MINAS GERAIS,MG
NOVA PONTE,MINAS GERAIS,MG
NOVA PORTEIRINHA,MINAS GERAIS,MG
NOVA RESENDE,MINAS GERAIS,MG
NOVA SERRANA,MINAS GERAIS,MG
NOVO CRUZEIRO,MINAS GERAIS,MG
NOVO ORIENTE DE MINAS,MINAS GERAIS,MG
NOVORIZONTE,MINAS GERAIS,MG
OLARIA,MINAS GERAIS,MG
OLHOS D'ÁGUA,MINAS GERAIS,MG
OLÍMPIO NORONHA,MINAS GERAIS,MG
OLIVEIRA,MINAS GERAIS,MG
OLIVEIRA FORTES,MINAS GERAIS,MG
ONÇA DE PITANGUI,MINAS GERAIS,MG
ORATÓRIOS,MINAS GERAIS,MG
ORIZÂNIA,MINAS GERAIS,MG
OURO BRANCO,MINAS GERAIS,MG
OURO FINO,MINAS GERAIS,MG
OURO PRETO,MINAS GERAIS,MG
OURO VERDE DE MINAS,MINAS GERAIS,MG
PADRE CARVALHO,MINAS GERAIS,MG
PADRE PARAÍSO,MINAS GERAIS,MG
PAINEIRAS,MINAS GERAIS,MG
PAINS,MINAS GERAIS,MG
PAI PEDRO,MINAS GERAIS,MG
PAIVA,MINAS GERAIS,MG
PALMA,MINAS GERAIS,MG
PALMÓPOLIS,MINAS GERAIS,MG
PAPAGAIOS,MINAS GERAIS,MG
PARACATU,MINAS GERAIS,MG
PARÁ DE MINAS,MINAS GERAIS,MG
PARAGUAÇU,MINAS GERAIS,MG
PARAISÓPOLIS,MINAS GERAIS,MG
PARAOPEBA,MINAS GERAIS,MG
PASSABÉM,MINAS GERAIS,MG
PASSA QUATRO,MINAS GERAIS,MG
PASSA TEMPO,MINAS GERAIS,MG
PASSA VINTE,MINAS GERAIS,MG
PASSOS,MINAS GERAIS,MG
PATIS,MINAS GERAIS,MG
PATOS DE MINAS,MINAS GERAIS,MG
PATROCÍNIO,MINAS GERAIS,MG
PATROCÍNIO DO MURIAÉ,MINAS GERAIS,MG
PAULA CÂNDIDO,MINAS GERAIS,MG
PAULISTAS,MINAS GERAIS,MG
PAVÃO,MINAS GERAIS,MG
PEÇANHA,MINAS GERAIS,MG
PEDRA AZUL,MINAS GERAIS,MG
PEDRA BONITA,MINAS GERAIS,MG
PEDRA DO ANTA,MINAS GERAIS,MG
PEDRA DO INDAIÁ,MINAS GERAIS,MG
PEDRA DOURADA,MINAS GERAIS,MG
PEDRALVA,MINAS GERAIS,MG
PEDRAS DE MARIA DA CRUZ,MINAS GERAIS,MG
PEDRINÓPOLIS,MINAS GERAIS,MG
PEDRO LEOPOLDO,MINAS GERAIS,MG
PEDRO TEIXEIRA,MINAS GERAIS,MG
PEQUERI,MINAS GERAIS,MG
PEQUI,MINAS GERAIS,MG
PERDIGÃO,MINAS GERAIS,MG
PERDIZES,MINAS GERAIS,MG
PERDÕES,MINAS GERAIS,MG
PERIQUITO,MINAS GERAIS,MG
PESCADOR,MINAS GERAIS,MG
PIAU,MINAS GERAIS,MG
PIEDADE DE CARATINGA,MINAS GERAIS,MG
PIEDADE DE PONTE NOVA,MINAS GERAIS,MG
PIEDADE DO RIO GRANDE,MINAS GERAIS,MG
PIEDADE DOS GERAIS,MINAS GERAIS,MG
PIMENTA,MINAS GERAIS,MG
PINGO-D'ÁGUA,MINAS GERAIS,MG
PINTÓPOLIS,MINAS GERAIS,MG
PIRACEMA,MINAS GERAIS,MG
PIRAJUBA,MINAS GERAIS,MG
PIRANGA,MINAS GERAIS,MG
PIRANGUÇU,MINAS GERAIS,MG
PIRANGUINHO,MINAS GERAIS,MG
PIRAPETINGA,MINAS GERAIS,MG
PIRAPORA,MINAS GERAIS,MG
PIRAÚBA,MINAS GERAIS,MG
PITANGUI,MINAS GERAIS,MG
PIUMHI,MINAS GERAIS,MG
PLANURA,MINAS GERAIS,MG
POÇO FUNDO,MINAS GERAIS,MG
POÇOS DE CALDAS,MINAS GERAIS,MG
POCRANE,MINAS GERAIS,MG
POMPÉU,MINAS GERAIS,MG
PONTE NOVA,MINAS GERAIS,MG
PONTO CHIQUE,MINAS GERAIS,MG
PONTO DOS VOLANTES,MINAS GERAIS,MG
PORTEIRINHA,MINAS GERAIS,MG
PORTO FIRME,MINAS GERAIS,MG
POTÉ,MINAS GERAIS,MG
POUSO ALEGRE,MINAS GERAIS,MG
POUSO ALTO,MINAS GERAIS,MG
PRADOS,MINAS GERAIS,MG
PRATA,MINAS GERAIS,MG
PRATÁPOLIS,MINAS GERAIS,MG
PRATINHA,MINAS GERAIS,MG
PRESIDENTE BERNARDES,MINAS GERAIS,MG
PRESIDENTE JUSCELINO,MINAS GERAIS,MG
PRESIDENTE KUBITSCHEK,MINAS GERAIS,MG
PRESIDENTE OLEGÁRIO,MINAS GERAIS,MG
ALTO JEQUITIBÁ,MINAS GERAIS,MG
PRUDENTE DE MORAIS,MINAS GERAIS,MG
QUARTEL GERAL,MINAS GERAIS,MG
QUELUZITO,MINAS GERAIS,MG
RAPOSOS,MINAS GERAIS,MG
RAUL SOARES,MINAS GERAIS,MG
RECREIO,MINAS GERAIS,MG
REDUTO,MINAS GERAIS,MG
RESENDE COSTA,MINAS GERAIS,MG
RESPLENDOR,MINAS GERAIS,MG
RESSAQUINHA,MINAS GERAIS,MG
RIACHINHO,MINAS GERAIS,MG
RIACHO DOS MACHADOS,MINAS GERAIS,MG
RIBEIRÃO DAS NEVES,MINAS GERAIS,MG
RIBEIRÃO VERMELHO,MINAS GERAIS,MG
RIO ACIMA,MINAS GERAIS,MG
RIO CASCA,MINAS GERAIS,MG
RIO DOCE,MINAS GERAIS,MG
RIO DO PRADO,MINAS GERAIS,MG
RIO ESPERA,MINAS GERAIS,MG
RIO MANSO,MINAS GERAIS,MG
RIO NOVO,MINAS GERAIS,MG
RIO PARANAÍBA,MINAS GERAIS,MG
RIO PARDO DE MINAS,MINAS GERAIS,MG
RIO PIRACICABA,MINAS GERAIS,MG
RIO POMBA,MINAS GERAIS,MG
RIO PRETO,MINAS GERAIS,MG
RIO VERMELHO,MINAS GERAIS,MG
RITÁPOLIS,MINAS GERAIS,MG
ROCHEDO DE MINAS,MINAS GERAIS,MG
RODEIRO,MINAS GERAIS,MG
ROMARIA,MINAS GERAIS,MG
ROSÁRIO DA LIMEIRA,MINAS GERAIS,MG
RUBELITA,MINAS GERAIS,MG
RUBIM,MINAS GERAIS,MG
SABARÁ,MINAS GERAIS,MG
SABINÓPOLIS,MINAS GERAIS,MG
SACRAMENTO,MINAS GERAIS,MG
SALINAS,MINAS GERAIS,MG
SALTO DA DIVISA,MINAS GERAIS,MG
SANTA BÁRBARA,MINAS GERAIS,MG
SANTA BÁRBARA DO LESTE,MINAS GERAIS,MG
SANTA BÁRBARA DO MONTE VERDE,MINAS GERAIS,MG
SANTA BÁRBARA DO TUGÚRIO,MINAS GERAIS,MG
SANTA CRUZ DE MINAS,MINAS GERAIS,MG
SANTA CRUZ DE SALINAS,MINAS GERAIS,MG
SANTA CRUZ DO ESCALVADO,MINAS GERAIS,MG
SANTA EFIGÊNIA DE MINAS,MINAS GERAIS,MG
SANTA FÉ DE MINAS,MINAS GERAIS,MG
SANTA HELENA DE MINAS,MINAS GERAIS,MG
SANTA JULIANA,MINAS GERAIS,MG
SANTA LUZIA,MINAS GERAIS,MG
SANTA MARGARIDA,MINAS GERAIS,MG
SANTA MARIA DE ITABIRA,MINAS GERAIS,MG
SANTA MARIA DO SALTO,MINAS GERAIS,MG
SANTA MARIA DO SUAÇUÍ,MINAS GERAIS,MG
SANTANA DA VARGEM,MINAS GERAIS,MG
SANTANA DE CATAGUASES,MINAS GERAIS,MG
SANTANA DE PIRAPAMA,MINAS GERAIS,MG
SANTANA DO DESERTO,MINAS GERAIS,MG
SANTANA DO GARAMBÉU,MINAS GERAIS,MG
SANTANA DO JACARÉ,MINAS GERAIS,MG
SANTANA DO MANHUAÇU,MINAS GERAIS,MG
SANTANA DO PARAÍSO,MINAS GERAIS,MG
SANTANA DO RIACHO,MINAS GERAIS,MG
SANTANA DOS MONTES,MINAS GERAIS,MG
SANTA RITA DE CALDAS,MINAS GERAIS,MG
SANTA RITA DE JACUTINGA,MINAS GERAIS,MG
SANTA RITA DE MINAS,MINAS GERAIS,MG
SANTA RITA DO IBITIPOCA,MINAS GERAIS,MG
SANTA RITA DO ITUETO,MINAS GERAIS,MG
SANTA RITA DO SAPUCAÍ,MINAS GERAIS,MG
SANTA ROSA DA SERRA,MINAS GERAIS,MG
SANTA VITÓRIA,MINAS GERAIS,MG
SANTO ANTÔNIO DO AMPARO,MINAS GERAIS,MG
SANTO ANTÔNIO DO AVENTUREIRO,MINAS GERAIS,MG
SANTO ANTÔNIO DO GRAMA,MINAS GERAIS,MG
SANTO ANTÔNIO DO ITAMBÉ,MINAS GERAIS,MG
SANTO ANTÔNIO DO JACINTO,MINAS GERAIS,MG
SANTO ANTÔNIO DO MONTE,MINAS GERAIS,MG
SANTO ANTÔNIO DO RETIRO,MINAS GERAIS,MG
SANTO ANTÔNIO DO RIO ABAIXO,MINAS GERAIS,MG
SANTO HIPÓLITO,MINAS GERAIS,MG
SANTOS DUMONT,MINAS GERAIS,MG
SÃO BENTO ABADE,MINAS GERAIS,MG
SÃO BRÁS DO SUAÇUÍ,MINAS GERAIS,MG
SÃO DOMINGOS DAS DORES,MINAS GERAIS,MG
SÃO DOMINGOS DO PRATA,MINAS GERAIS,MG
SÃO FÉLIX DE MINAS,MINAS GERAIS,MG
SÃO FRANCISCO,MINAS GERAIS,MG
SÃO FRANCISCO DE PAULA,MINAS GERAIS,MG
SÃO FRANCISCO DE SALES,MINAS GERAIS,MG
SÃO FRANCISCO DO GLÓRIA,MINAS GERAIS,MG
SÃO GERALDO,MINAS GERAIS,MG
SÃO GERALDO DA PIEDADE,MINAS GERAIS,MG
SÃO GERALDO DO BAIXIO,MINAS GERAIS,MG
SÃO GONÇALO DO ABAETÉ,MINAS GERAIS,MG
SÃO GONÇALO DO PARÁ,MINAS GERAIS,MG
SÃO GONÇALO DO RIO ABAIXO,MINAS GERAIS,MG
SÃO GONÇALO DO SAPUCAÍ,MINAS GERAIS,MG
SÃO GOTARDO,MINAS GERAIS,MG
SÃO JOÃO BATISTA DO GLÓRIA,MINAS GERAIS,MG
SÃO JOÃO DA LAGOA,MINAS GERAIS,MG
SÃO JOÃO DA MATA,MINAS GERAIS,MG
SÃO JOÃO DA PONTE,MINAS GERAIS,MG
SÃO JOÃO DAS MISSÕES,MINAS GERAIS,MG
SÃO JOÃO DEL REI,MINAS GERAIS,MG
SÃO JOÃO DO MANHUAÇU,MINAS GERAIS,MG
SÃO JOÃO DO MANTENINHA,MINAS GERAIS,MG
SÃO JOÃO DO ORIENTE,MINAS GERAIS,MG
SÃO JOÃO DO PACUÍ,MINAS GERAIS,MG
SÃO JOÃO DO PARAÍSO,MINAS GERAIS,MG
SÃO JOÃO EVANGELISTA,MINAS GERAIS,MG
SÃO JOÃO NEPOMUCENO,MINAS GERAIS,MG
SÃO JOAQUIM DE BICAS,MINAS GERAIS,MG
SÃO JOSÉ DA BARRA,MINAS GERAIS,MG
SÃO JOSÉ DA LAPA,MINAS GERAIS,MG
SÃO JOSÉ DA SAFIRA,MINAS GERAIS,MG
SÃO JOSÉ DA VARGINHA,MINAS GERAIS,MG
SÃO JOSÉ DO ALEGRE,MINAS GERAIS,MG
SÃO JOSÉ DO DIVINO,MINAS GERAIS,MG
SÃO JOSÉ DO GOIABAL,MINAS GERAIS,MG
SÃO JOSÉ DO JACURI,MINAS GERAIS,MG
SÃO JOSÉ DO MANTIMENTO,MINAS GERAIS,MG
SÃO LOURENÇO,MINAS GERAIS,MG
SÃO MIGUEL DO ANTA,MINAS GERAIS,MG
SÃO PEDRO DA UNIÃO,MINAS GERAIS,MG
SÃO PEDRO DOS FERROS,MINAS GERAIS,MG
SÃO PEDRO DO SUAÇUÍ,MINAS GERAIS,MG
SÃO ROMÃO,MINAS GERAIS,MG
SÃO ROQUE DE MINAS,MINAS GERAIS,MG
SÃO SEBASTIÃO DA BELA VISTA,MINAS GERAIS,MG
SÃO SEBASTIÃO DA VARGEM ALEGRE,MINAS GERAIS,MG
SÃO SEBASTIÃO DO ANTA,MINAS GERAIS,MG
SÃO SEBASTIÃO DO MARANHÃO,MINAS GERAIS,MG
SÃO SEBASTIÃO DO OESTE,MINAS GERAIS,MG
SÃO SEBASTIÃO DO PARAÍSO,MINAS GERAIS,MG
SÃO SEBASTIÃO DO RIO PRETO,MINAS GERAIS,MG
SÃO SEBASTIÃO DO RIO VERDE,MINAS GERAIS,MG
SÃO TIAGO,MINAS GERAIS,MG
SÃO TOMÁS DE AQUINO,MINAS GERAIS,MG
SÃO THOMÉ DAS LETRAS,MINAS GERAIS,MG
SÃO VICENTE DE MINAS,MINAS GERAIS,MG
SAPUCAÍ-MIRIM,MINAS GERAIS,MG
SARDOÁ,MINAS GERAIS,MG
SARZEDO,MINAS GERAIS,MG
SETUBINHA,MINAS GERAIS,MG
SEM PEIXE,MINAS GERAIS,MG
SENADOR AMARAL,MINAS GERAIS,MG
SENADOR CORTES,MINAS GERAIS,MG
SENADOR FIRMINO,MINAS GERAIS,MG
SENADOR JOSÉ BENTO,MINAS GERAIS,MG
SENADOR MODESTINO GONÇALVES,MINAS GERAIS,MG
SENHORA DE OLIVEIRA,MINAS GERAIS,MG
SENHORA DO PORTO,MINAS GERAIS,MG
SENHORA DOS REMÉDIOS,MINAS GERAIS,MG
SERICITA,MINAS GERAIS,MG
SERITINGA,MINAS GERAIS,MG
SERRA AZUL DE MINAS,MINAS GERAIS,MG
SERRA DA SAUDADE,MINAS GERAIS,MG
SERRA DOS AIMORÉS,MINAS GERAIS,MG
SERRA DO SALITRE,MINAS GERAIS,MG
SERRANIA,MINAS GERAIS,MG
SERRANÓPOLIS DE MINAS,MINAS GERAIS,MG
SERRANOS,MINAS GERAIS,MG
SERRO,MINAS GERAIS,MG
SETE LAGOAS,MINAS GERAIS,MG
SILVEIRÂNIA,MINAS GERAIS,MG
SILVIANÓPOLIS,MINAS GERAIS,MG
SIMÃO PEREIRA,MINAS GERAIS,MG
SIMONÉSIA,MINAS GERAIS,MG
SOBRÁLIA,MINAS GERAIS,MG
SOLEDADE DE MINAS,MINAS GERAIS,MG
TABULEIRO,MINAS GERAIS,MG
TAIOBEIRAS,MINAS GERAIS,MG
TAPARUBA,MINAS GERAIS,MG
TAPIRA,MINAS GERAIS,MG
TAPIRAÍ,MINAS GERAIS,MG
TAQUARAÇU DE MINAS,MINAS GERAIS,MG
TARUMIRIM,MINAS GERAIS,MG
TEIXEIRAS,MINAS GERAIS,MG
TEÓFILO OTONI,MINAS GERAIS,MG
TIMÓTEO,MINAS GERAIS,MG
TIRADENTES,MINAS GERAIS,MG
TIROS,MINAS GERAIS,MG
TOCANTINS,MINAS GERAIS,MG
TOCOS DO MOJI,MINAS GERAIS,MG
TOLEDO,MINAS GERAIS,MG
TOMBOS,MINAS GERAIS,MG
TRÊS CORAÇÕES,MINAS GERAIS,MG
TRÊS MARIAS,MINAS GERAIS,MG
TRÊS PONTAS,MINAS GERAIS,MG
TUMIRITINGA,MINAS GERAIS,MG
TUPACIGUARA,MINAS GERAIS,MG
TURMALINA,MINAS GERAIS,MG
TURVOLÂNDIA,MINAS GERAIS,MG
UBÁ,MINAS GERAIS,MG
UBAÍ,MINAS GERAIS,MG
UBAPORANGA,MINAS GERAIS,MG
UBERABA,MINAS GERAIS,MG
UBERLÂNDIA,MINAS GERAIS,MG
UMBURATIBA,MINAS GERAIS,MG
UNAÍ,MINAS GERAIS,MG
UNIÃO DE MINAS,MINAS GERAIS,MG
URUANA DE MINAS,MINAS GERAIS,MG
URUCÂNIA,MINAS GERAIS,MG
URUCUIA,MINAS GERAIS,MG
VARGEM ALEGRE,MINAS GERAIS,MG
VARGEM BONITA,MINAS GERAIS,MG
VARGEM GRANDE DO RIO PARDO,MINAS GERAIS,MG
VARGINHA,MINAS GERAIS,MG
VARJÃO DE MINAS,MINAS GERAIS,MG
VÁRZEA DA PALMA,MINAS GERAIS,MG
VARZELÂNDIA,MINAS GERAIS,MG
VAZANTE,MINAS GERAIS,MG
VERDELÂNDIA,MINAS GERAIS,MG
VEREDINHA,MINAS GERAIS,MG
VERÍSSIMO,MINAS GERAIS,MG
VERMELHO NOVO,MINAS GERAIS,MG
VESPASIANO,MINAS GERAIS,MG
VIÇOSA,MINAS GERAIS,MG
VIEIRAS,MINAS GERAIS,MG
MATHIAS LOBATO,MINAS GERAIS,MG
VIRGEM DA LAPA,MINAS GERAIS,MG
VIRGÍNIA,MINAS GERAIS,MG
VIRGINÓPOLIS,MINAS GERAIS,MG
VIRGOLÂNDIA,MINAS GERAIS,MG
VISCONDE DO RIO BRANCO,MINAS GERAIS,MG
VOLTA GRANDE,MINAS GERAIS,MG
WENCESLAU BRAZ,MINAS GERAIS,MG
AFONSO CLÁUDIO,ESPIRITO SANTO,ES
ÁGUIA BRANCA,ESPIRITO SANTO,ES
ÁGUA DOCE DO NORTE,ESPIRITO SANTO,ES
ALEGRE,ESPIRITO SANTO,ES
ALFREDO CHAVES,ESPIRITO SANTO,ES
ALTO RIO NOVO,ESPIRITO SANTO,ES
ANCHIETA,ESPIRITO SANTO,ES
APIACÁ,ESPIRITO SANTO,ES
ARACRUZ,ESPIRITO SANTO,ES
ATÍLIO VIVÁCQUA,ESPIRITO SANTO,ES
BAIXO GUANDU,ESPIRITO SANTO,ES
BARRA DE SÃO FRANCISCO,ESPIRITO SANTO,ES
BOA ESPERANÇA,ESPIRITO SANTO,ES
BOM JESUS DO NORTE,ESPIRITO SANTO,ES
BREJETUBA,ESPIRITO SANTO,ES
CACHOEIRO DE ITAPEMIRIM,ESPIRITO SANTO,ES
CARIACICA,ESPIRITO SANTO,ES
CASTELO,ESPIRITO SANTO,ES
COLATINA,ESPIRITO SANTO,ES
CONCEIÇÃO DA BARRA,ESPIRITO SANTO,ES
CONCEIÇÃO DO CASTELO,ESPIRITO SANTO,ES
DIVINO DE SÃO LOURENÇO,ESPIRITO SANTO,ES
DOMINGOS MARTINS,ESPIRITO SANTO,ES
DORES DO RIO PRETO,ESPIRITO SANTO,ES
ECOPORANGA,ESPIRITO SANTO,ES
FUNDÃO,ESPIRITO SANTO,ES
GOVERNADOR LINDENBERG,ESPIRITO SANTO,ES
GUAÇUÍ,ESPIRITO SANTO,ES
GUARAPARI,ESPIRITO SANTO,ES
IBATIBA,ESPIRITO SANTO,ES
IBIRAÇU,ESPIRITO SANTO,ES
IBITIRAMA,ESPIRITO SANTO,ES
ICONHA,ESPIRITO SANTO,ES
IRUPI,ESPIRITO SANTO,ES
ITAGUAÇU,ESPIRITO SANTO,ES
ITAPEMIRIM,ESPIRITO SANTO,ES
ITARANA,ESPIRITO SANTO,ES
IÚNA,ESPIRITO SANTO,ES
JAGUARÉ,ESPIRITO SANTO,ES
JERÔNIMO MONTEIRO,ESPIRITO SANTO,ES
JOÃO NEIVA,ESPIRITO SANTO,ES
LARANJA DA TERRA,ESPIRITO SANTO,ES
LINHARES,ESPIRITO SANTO,ES
MANTENÓPOLIS,ESPIRITO SANTO,ES
MARATAÍZES,ESPIRITO SANTO,ES
MARECHAL FLORIANO,ESPIRITO SANTO,ES
MARILÂNDIA,ESPIRITO SANTO,ES
MIMOSO DO SUL,ESPIRITO SANTO,ES
MONTANHA,ESPIRITO SANTO,ES
MUCURICI,ESPIRITO SANTO,ES
MUNIZ FREIRE,ESPIRITO SANTO,ES
MUQUI,ESPIRITO SANTO,ES
NOVA VENÉCIA,ESPIRITO SANTO,ES
PANCAS,ESPIRITO SANTO,ES
PEDRO CANÁRIO,ESPIRITO SANTO,ES
PINHEIROS,ESPIRITO SANTO,ES
PIÚMA,ESPIRITO SANTO,ES
PONTO BELO,ESPIRITO SANTO,ES
PRESIDENTE KENNEDY,ESPIRITO SANTO,ES
RIO BANANAL,ESPIRITO SANTO,ES
RIO NOVO DO SUL,ESPIRITO SANTO,ES
SANTA LEOPOLDINA,ESPIRITO SANTO,ES
SANTA MARIA DE JETIBÁ,ESPIRITO SANTO,ES
SANTA TERESA,ESPIRITO SANTO,ES
SÃO DOMINGOS DO NORTE,ESPIRITO SANTO,ES
SÃO GABRIEL DA PALHA,ESPIRITO SANTO,ES
SÃO JOSÉ DO CALÇADO,ESPIRITO SANTO,ES
SÃO MATEUS,ESPIRITO SANTO,ES
SÃO ROQUE DO CANAÃ,ESPIRITO SANTO,ES
SERRA,ESPIRITO SANTO,ES
SOORETAMA,ESPIRITO SANTO,ES
VARGEM ALTA,ESPIRITO SANTO,ES
VENDA NOVA DO IMIGRANTE,ESPIRITO SANTO,ES
VIANA,ESPIRITO SANTO,ES
VILA PAVÃO,ESPIRITO SANTO,ES
VILA VALÉRIO,ESPIRITO SANTO,ES
VILA VELHA,ESPIRITO SANTO,ES
VITÓRIA,ESPIRITO SANTO,ES
ANGRA DOS REIS,RIO DE JANEIRO,RJ
APERIBÉ,RIO DE JANEIRO,RJ
ARARUAMA,RIO DE JANEIRO,RJ
AREAL,RIO DE JANEIRO,RJ
ARMAÇÃO DOS BÚZIOS,RIO DE JANEIRO,RJ
ARRAIAL DO CABO,RIO DE JANEIRO,RJ
BARRA DO PIRAÍ,RIO DE JANEIRO,RJ
BARRA MANSA,RIO DE JANEIRO,RJ
BELFORD ROXO,RIO DE JANEIRO,RJ
BOM JARDIM,RIO DE JANEIRO,RJ
BOM JESUS DO ITABAPOANA,RIO DE JANEIRO,RJ
CABO FRIO,RIO DE JANEIRO,RJ
CACHOEIRAS DE MACACU,RIO DE JANEIRO,RJ
CAMBUCI,RIO DE JANEIRO,RJ
CARAPEBUS,RIO DE JANEIRO,RJ
COMENDADOR LEVY GASPARIAN,RIO DE JANEIRO,RJ
CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,RJ
CANTAGALO,RIO DE JANEIRO,RJ
CARDOSO MOREIRA,RIO DE JANEIRO,RJ
CARMO,RIO DE JANEIRO,RJ
CASIMIRO DE ABREU,RIO DE JANEIRO,RJ
CONCEIÇÃO DE MACABU,RIO DE JANEIRO,RJ
CORDEIRO,RIO DE JANEIRO,RJ
DUAS BARRAS,RIO DE JANEIRO,RJ
DUQUE DE CAXIAS,RIO DE JANEIRO,RJ
ENGENHEIRO PAULO DE FRONTIN,RIO DE JANEIRO,RJ
GUAPIMIRIM,RIO DE JANEIRO,RJ
IGUABA GRANDE,RIO DE JANEIRO,RJ
ITABORAÍ,RIO DE JANEIRO,RJ
ITAGUAÍ,RIO DE JANEIRO,RJ
ITALVA,RIO DE JANEIRO,RJ
ITAOCARA,RIO DE JANEIRO,RJ
ITAPERUNA,RIO DE JANEIRO,RJ
ITATIAIA,RIO DE JANEIRO,RJ
JAPERI,RIO DE JANEIRO,RJ
LAJE DO MURIAÉ,RIO DE JANEIRO,RJ
MACAÉ,RIO DE JANEIRO,RJ
MACUCO,RIO DE JANEIRO,RJ
MAGÉ,RIO DE JANEIRO,RJ
MANGARATIBA,RIO DE JANEIRO,RJ
MARICÁ,RIO DE JANEIRO,RJ
MENDES,RIO DE JANEIRO,RJ
MESQUITA,RIO DE JANEIRO,RJ
MIGUEL PEREIRA,RIO DE JANEIRO,RJ
MIRACEMA,RIO DE JANEIRO,RJ
NATIVIDADE,RIO DE JANEIRO,RJ
NILÓPOLIS,RIO DE JANEIRO,RJ
NITERÓI,RIO DE JANEIRO,RJ
NOVA FRIBURGO,RIO DE JANEIRO,RJ
NOVA IGUAÇU,RIO DE JANEIRO,RJ
PARACAMBI,RIO DE JANEIRO,RJ
PARAÍBA DO SUL,RIO DE JANEIRO,RJ
PARATI,RIO DE JANEIRO,RJ
PATY DO ALFERES,RIO DE JANEIRO,RJ
PETRÓPOLIS,RIO DE JANEIRO,RJ
PINHEIRAL,RIO DE JANEIRO,RJ
PIRAÍ,RIO DE JANEIRO,RJ
PORCIÚNCULA,RIO DE JANEIRO,RJ
PORTO REAL,RIO DE JANEIRO,RJ
QUATIS,RIO DE JANEIRO,RJ
QUEIMADOS,RIO DE JANEIRO,RJ
QUISSAMÃ,RIO DE JANEIRO,RJ
RESENDE,RIO DE JANEIRO,RJ
RIO BONITO,RIO DE JANEIRO,RJ
RIO CLARO,RIO DE JANEIRO,RJ
RIO DAS FLORES,RIO DE JANEIRO,RJ
RIO DAS OSTRAS,RIO DE JANEIRO,RJ
RIO DE JANEIRO,RIO DE JANEIRO,RJ
SANTA MARIA MADALENA,RIO DE JANEIRO,RJ
SANTO ANTÔNIO DE PÁDUA,RIO DE JANEIRO,RJ
SÃO FRANCISCO DE ITABAPOANA,RIO DE JANEIRO,RJ
SÃO FIDÉLIS,RIO DE JANEIRO,RJ
SÃO GONÇALO,RIO DE JANEIRO,RJ
SÃO JOÃO DA BARRA,RIO DE JANEIRO,RJ
SÃO JOÃO DE MERITI,RIO DE JANEIRO,RJ
SÃO JOSÉ DE UBÁ,RIO DE JANEIRO,RJ
SÃO JOSÉ DO VALE DO RIO PRETO,RIO DE JANEIRO,RJ
SÃO PEDRO DA ALDEIA,RIO DE JANEIRO,RJ
